pert_iname,smiles
telmesteine,"CCOC(=O)N1CSC[C@@H]1C(O)=O |&1:9,r|"
telmisartan,CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)-c1nc2ccccc2n1C
telotristat,Cc1ccn(n1)-c1cc(Cl)ccc1[C@@H](Oc1cc(nc(N)n1)-c1ccc(C[C@H](N)C(O)=O)cc1)C(F)(F)F
telotristat-ethyl,CCOC(=O)[C@@H](N)Cc1ccc(cc1)-c1cc(O[C@H](c2ccc(Cl)cc2-n2ccc(C)n2)C(F)(F)F)nc(N)n1
telratolimod,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c12
temanogrel,COc1cccc(c1)C(=O)Nc1ccc(OCCN2CCOCC2)c(c1)-c1ccnn1C
temefos,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
temocapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)c1cccs1
temoporfin,Oc1cccc(c1)-c1c2CCc([nH]2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1n2
temozolomide,Cn1nnc2c(ncn2c1=O)C(N)=O
tempol,CC1(C)CC(O)CC(C)(C)N1O
temsirolimus,"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO |c:14,33,t:29,31|"
TEN-010,CN1CCN(CCCNC(=O)C[C@@H]2N=C(c3c(C)c(C)sc3-n3c(C)nnc23)c2ccc(Cl)cc2)CC1 |c:13|
tenalisib,CC[C@H](Nc1ncnc2nc[nH]c12)c1oc2ccccc2c(=O)c1-c1cccc(F)c1
tenapanor,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)c2cc(Cl)cc(Cl)c2C1
tenatoprazole,COc1ccc2[nH]c(nc2n1)[S@@](=O)Cc1ncc(C)c(OC)c1C |r|
teneligliptin,Cc1cc(N2CCN(CC2)[C@@H]2CN[C@@H](C2)C(=O)N2CCSC2)n(n1)-c1ccccc1
tenidap,"NC(=O)N1C(=O)[C@@H](C(=O)c2cccs2)c2cc(Cl)ccc12 |&1:6,r|"
tenilsetam,"O=C1NCCN[C@@H]1c1cccs1 |&1:6,r|"
teniposide,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@H](O[C@H]3[C@H](O)[C@H]2O)c2cccs2)c2cc3OCOc3cc12
tenofovir,C[C@H](Cn1cnc2c(N)ncnc12)OCP(O)(O)=O
tenofovir-alafenamide,"CC(C)OC(=O)[C@@H](C)NP(=O)(CO[C@@H](C)Cn1cnc2c(N)ncnc12)Oc1ccccc1 |&1:6,&2:9,&3:13,r|"
tenofovir-disoproxil,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C
tenovin-1,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1
tenovin-6,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1
tenoxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O |t:12|
tenylidone,O=C1\C(CCC\C1=C/c1cccs1)=C\c1cccs1
tepoxalin,COc1ccc(cc1)-n1nc(CCC(=O)N(C)O)cc1-c1ccc(Cl)cc1
TEPP-46,Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)[S@@](C)=O |r|
teprenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)=O
terameprocol,COc1ccc(C[C@H](C)[C@H](C)Cc2ccc(OC)c(OC)c2)cc1OC
terazosin,"COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)[C@H]1CCCO1 |&1:23,r|"
terbinafine,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
terbutaline,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1 |&1:6|
terciprazine,"O[C@@H](COC1(CCCCC1)C#C)CN1CCN(CC1)c1cccc(c1)C(F)(F)F |&1:1,r|"
terconazole,CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1
terfenadine,"CC(C)(C)c1ccc(cc1)[C@@H](O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1 |&1:10,r|"
terguride,"CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1 |a:8,&1:10,&2:11|"
teriflunomide,"CC(=O)[C@@H](C#N)C(=O)Nc1ccc(cc1)C(F)(F)F |&1:3,r|"
terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
terodiline,C[C@@H](CC(c1ccccc1)c1ccccc1)NC(C)(C)C |&1:1|
teroxirone,"O=c1n(C[C@H]2CO2)c(=O)n(C[C@H]2CO2)c(=O)n1C[C@H]1CO1 |&1:4,&2:11,&3:18,r|"
terpene,"CC(C)(O)[C@H]1CC[C@](C)(O)CC1 |&1:7,&2:4|"
terreic-acid-(-),C[C@@H]1C(=O)[C@H]2O[C@H]2C(=O)C1=O |&1:1|
terutroban,Cc1ccc2C[C@@H](CCc2c1CCC(O)=O)NS(=O)(=O)c1ccc(Cl)cc1
tesaglitazar,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(O)=O
tetomilast,CCOc1ccc(cc1OCC)-c1nc(cs1)-c1cccc(n1)C(O)=O
tetrabenazine,COc1cc2CCN3C[C@H](CC(C)C)C(=O)C[C@H]3c2cc1OC
tetracaine,CCCCNc1ccc(cc1)C(=O)OCCN(C)C
tetracycline,"[H][C@@]12C[C@@]3([H])[C@@H](C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]1(O)C(=O)[C@@H](C(N)=O)C(=O)[C@H]2N(C)C |&1:24,&2:5|"
tetradecylthioacetic-acid,CCCCCCCCCCCCCCSCC(O)=O
tetraethylenepentamine,NCCNCCNCCNCCN
tetrahydrofolic-acid,"Nc1nc(=O)c2N[C@@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1 |a:19,&1:7|"
tetrahydropapaverine,COc1ccc(C[C@H]2NCCc3cc(OC)c(OC)cc23)cc1OC |&1:7|
tetrahydrouridine,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CC[C@@H](O)NC1=O |a:2,4,5,7,&1:12|"
tetrahydrozoline,"C1CN=C(N1)[C@H]1CCCc2ccccc12 |&1:5,c:2|"
tetramethylthiuram-monosulfide,CN(C)C(=S)SC(=S)N(C)C
tetramisole,"C1CN2C[C@@H](N=C2S1)c1ccccc1 |&1:4,c:5|"
tetrandrine,COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34
tetrazol-5-yl-glycine-(RS),"N[C@@H](C(O)=O)c1nn[nH]n1 |&1:1,r|"
tetrindole,C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1
tetroquinone,OC1C(=O)C(=O)C(O)C(=O)C1=O
tezacaftor,CC(C)(CO)c1cc2cc(NC(=O)C3(CC3)c3ccc4OC(F)(F)Oc4c3)c(F)cc2n1C[C@@H](O)CO
TFC-007,O=C(Nc1ccc(cc1)N1CCC(CC1)C(=O)N1CCOCC1)c1cnc(Oc2ccccc2)nc1
TG-003,CCN1\C(Sc2ccc(OC)cc12)=C\C(C)=O
TG-02,CN1C\C=C\CCOc2cccc(c2)-c2ccnc(Nc3cccc(C1)c3)n2 |t:3|
TG-100572,Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(O)ccc1Cl
TG-100713,Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1
TG-100801,Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(OC(=O)c2ccccc2)ccc1Cl
TG-101209,CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1
TG100-115,Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1
TGR-1202,CC(C)Oc1ccc(cc1F)-c1nn([C@@H](C)c2oc3ccc(F)cc3c(=O)c2-c2cccc(F)c2)c2ncnc(N)c12
TGX-221,"C[C@@H](Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1 |&1:1,r|"
TH-302,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O
TH-588,Nc1nc(NC2CC2)cc(n1)-c1cccc(Cl)c1Cl
thaliblastine,COc1cc(C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23)c(Oc2cc3C[C@@H]4N(C)CCc5cc(OC)c(OC)c(-c3cc2OC)c45)cc1OC
thalidomide,"O=C1N([C@H]2CCC(=O)NC2=O)C(=O)c2ccccc12 |&1:3,r|"
theaflavin,O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc(cc12)[C@H]1Oc2cc(O)cc(O)c2C[C@H]1O
theobromine,Cn1cnc2n(C)c(=O)[nH]c(=O)c12
thiamet-g,CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1 |t:3|
thiamine,Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N
thiamine-pyrophosphate,Cc1c(CCOP(O)(=O)OP(O)(O)=O)sc[n+]1Cc1cnc(C)nc1N |&1:6|
thiamphenicol,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
thiamylal,"CCC[C@@H](C)C1(CC=C)C(=O)NC(=S)NC1=O |&1:3,&2:5|"
thiazovivin,O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1
thiethylperazine,CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1
thiocolchicoside,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC
thioctic-acid,"OC(=O)CCCC[C@H]1CCSS1 |&1:7,r|"
thiodiglycol,OCCSCCO
thioguanine,Nc1nc2nc[nH]c2c(=S)[nH]1
thiomersal,CC[Hg]Sc1ccccc1C(O)=O
thiopental,"CCC[C@@H](C)C1(CC)C(=O)NC(=S)NC1=O |&1:3,&2:5|"
thioperamide,"S=C(NC1CCCCC1)N1CCC(CC1)[C@H]1C=NC=N1 |r,c:18,20|"
thiophanate,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
thioproperazine,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1
thioridazine,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1
thiorphan,"OC(=O)CNC(=O)[C@@H](CS)Cc1ccccc1 |&1:7,r|"
thiostrepton,"CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O |c:7,41,61|"
thiotepa,S=P(N1CC1)(N1CC1)N1CC1
thiothixene,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1
thiram,CN(C)C(=S)SSC(=S)N(C)C
THK5351,CNc1ccc(cn1)-c1ccc2cc(OC[C@H](O)CF)ccc2n1
thonzonium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1
thonzylamine,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
threo-2-methylisocitrate-(DL),"[NaH].[NaH].[NaH].[NaH].[NaH].[NaH].CC(O)([C@@H](CC(O)=O)C(O)=O)C(O)=O.CC(O)([C@H](CC(O)=O)C(O)=O)C(O)=O |a:9,23,&1:7,&2:21|"
thymalfasin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(C)=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(O)=O
thymol,CC(C)c1ccc(C)cc1O
thymol-iodide,CC(C)c1cc(c(C)cc1OI)-c1cc(C(C)C)c(OI)cc1C
thymopentin,CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O
THZ1,CN(C)C\C=C\C(=O)Nc1ccc(cc1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1
THZ1-R,CN(C)CCCC(=O)Nc1ccc(cc1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1
THZ2,CN(C)C\C=C\C(=O)Nc1cccc(c1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1
tiabendazole,c1nc(cs1)-c1nc2ccccc2[nH]1
tiagabine,Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C
tianeptine,"CN1c2ccccc2[C@@H](NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O |&1:8,r|"
tiapride,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O
tiaprofenic-acid,"C[C@@H](C(O)=O)c1ccc(s1)C(=O)c1ccccc1 |&1:1,r|"
tiaramide,OCCN1CCN(CC1)C(=O)Cn1c2cc(Cl)ccc2sc1=O
tibolone,"C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12 |a:1,10,13,15,18,&1:22,t:3|"
TIC10,"Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2 |c:18,t:10|"
ticagrelor,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O
ticlopidine,Clc1ccccc1CN1CCc2sccc2C1
tideglusib,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
tie2-kinase-inhibitor,COc1ccc2cc(ccc2c1)-c1[nH]c(nc1-c1ccncc1)-c1ccc(cc1)[S@@](C)=O |r|
tienilic-acid,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
tifenazoxide,CC1(CC1)NC1=NS(=O)(=O)c2sc(Cl)cc2N1 |t:6|
tigecycline,"[H][C@@]12Cc3c(cc(NC(=O)CNC(C)(C)C)c(O)c3C(=O)[C@@H]1C(=O)[C@]1(O)C(=O)[C@H](C(N)=O)C(=O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C |&1:28,&2:21|"
tilmicosin,"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC |t:43,46|"
tilorone,CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1
tiludronate,OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O
timofibrate,"CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSC[C@@H]1C(O)=O |&1:17,r|"
timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
timonacic,OC(=O)[C@H]1CSCN1 |&1:3|
tinazoline,C1CN=C(N1)Sc1c[nH]c2ccccc12 |c:2|
tinidazole,CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O
tinoridine,CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12
tioconazole,Clc1sccc1CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl |&1:8|
tioguanine,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
tiopronin,"C[C@@H](S)C(=O)NCC(O)=O |&1:1,r|"
tiotidine,CN=C(NCCSCc1csc(NC(N)=N)n1)NC#N
tiotropium,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1
tioxolone,Oc1ccc2sc(=O)oc2c1
tipelukast,CCCc1c(O)c(ccc1SCCCOc1ccc(C(C)=O)c(OCCCC(O)=O)c1CCC)C(C)=O
tipifarnib,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
tipiracil,Clc1c(CN2CCCC2=N)[nH]c(=O)[nH]c1=O
tiplaxtinin,OC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(cc12)-c1ccc(OC(F)(F)F)cc1
tipranavir,"CCC[C@@]1(CCc2ccccc2)CC(=O)[C@@H]([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1 |a:3,16,&1:15|"
tiprenolol,"CSc1ccccc1OC[C@@H](O)CNC(C)C |&1:10,r|"
tiquizium,C[N@+]12CCCC[C@@H]1CCC(C2)=C(c1cccs1)c1cccs1
tiracizine,CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1
tirapazamine,Nc1n[n+]([O-])c2ccccc2[n+]1[O-]
tirasemtiv,CCC(CC)n1c2nc(cnc2[nH]c1=O)C#C
tiratricol,OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O
titanocene-dichloride,"Cl[Ti](Cl)(C1C=CC=C1)C1C=CC=C1 |c:4,6,10,12|"
tivantinib,O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23
tivozanib,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1 |t:13|
TMC-353121,Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1
TMC647055,COc1ccc2-c3c(C4CCCCC4)c4ccc5cc4n3CC(=Cc2c1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O |c:25|
TMN-355,Fc1cccc(Cl)c1C(=O)NC(=O)NC1c2ccccc2-c2ccccc12
TMPH,CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1
TMS,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1
TNP-470,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl
tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
tocainide,"C[C@@H](N)C(=O)Nc1c(C)cccc1C |&1:1,r|"
toceranib,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN1CCCC1
tocofersolan,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(=O)CCC(=O)OCCO)c(C)c(C)c2O1
todralazine,CCOC(=O)NNc1nncc2ccccc12
tofacitinib,C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N
tofisopam,"CCC1=C(C)NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12 |c:2,t:6|"
tofogliflozin,CCc1ccc(Cc2ccc3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c2)cc1
tolamolol,"Cc1ccccc1OC[C@@H](O)CNCCOc1ccc(cc1)C(N)=O |&1:9,r|"
tolazamide,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1
tolazoline,C(C1=NCCN1)c1ccccc1 |t:1|
tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
tolcapone,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O
tolfenamic-acid,Cc1c(Cl)cccc1Nc1ccccc1C(O)=O
tolimidone,Cc1cccc(Oc2cnc(=O)[nH]c2)c1
tolmetin,Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C
tolnaftate,CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1
tolonidine,Cc1ccc(NC2=NCCN2)c(Cl)c1 |t:6|
tolonium,Cc1cc2nc3ccc(cc3sc2cc1N)=[N+](C)C
toloxatone,"Cc1cccc(c1)N1C[C@@H](CO)OC1=O |&1:9,r|"
tolperisone,C[C@@H](CN1CCCCC1)C(=O)c1ccc(C)cc1 |r|
tolrestat,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O
tolterodine,CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C
toltrazuril,Cc1cc(ccc1Oc1ccc(SC(F)(F)F)cc1)-n1c(=O)[nH]c(=O)n(C)c1=O
tolvaptan,"Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc23)c(C)c1 |&1:20,r|"
tomeglovir,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc1ccc(NC(=O)C(C)(C)CO)cc1
tomelukast,CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O
tomivosertib,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1
tonabersat,CC(=O)c1ccc2OC(C)(C)[C@@H](O)[C@@H](NC(=O)c3ccc(F)c(Cl)c3)c2c1
topilutamide,"C[C@](O)(CNC(=O)C(F)(F)F)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O |&1:1,r|"
topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
topiroxostat,N#Cc1cc(ccn1)-c1nnc([nH]1)-c1ccncc1
topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O
torasemide,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1
torcetrapib,CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c2cc(ccc12)C(F)(F)F
torcitabine,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
toremifene,CN(C)CCOc1ccc(cc1)C(=C(\CCCl)c1ccccc1)\c1ccccc1
torin-1,CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1
torin-2,Nc1ccc(cn1)-c1ccc2ncc3ccc(=O)n(-c4cccc(c4)C(F)(F)F)c3c2c1
tosedostat,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1
tosufloxacin,N[C@H]1CCN(C1)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F |&1:1|
toyocamycin,Nc1ncnc2n(cc(C#N)c12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
tozadenant,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12
tozasertib,CN1CCN(CC1)c1cc(Nc2cc(C)n[nH]2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1
TP-003,CC(C)(O)c1ccn2c(cnc2c1F)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N
TP-0903,CN(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCN(C)CC3)cc2)ncc1Cl
TP-3654,CC(C)(O)[C@H]1CC[C@@H](CC1)Nc1ccc2ncc(-c3cccc(c3)C(F)(F)F)n2n1 |r|
TPCA-1,NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1
TPPS4,OS(=O)(=O)c1ccc(cc1)-c1c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc([nH]2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc(n2)c(-c2ccc(cc2)S(O)(=O)=O)c2ccc1[nH]2
trabectedin,[H][C@@]12Cc3cc(C)c(OC)c(O)c3[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])c1c(OC(C)=O)c(C)c4OCOc4c21)NCCc1cc(O)c(OC)cc31 |THB:16:15:2.3.12:17.19.20|
trabodenoson,O[C@@H]1[C@@H](CO[N+]([O-])=O)O[C@H]([C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12
tracazolate,CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12
